category,neighborhood,district,location_raw,price_per_aana,land_size_aana,calculated_total_price,road_width_feet,road_type,facing,is_wide_road,is_price_suspect,is_large_plot,is_rate_outlier,is_price_outlier
land,Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",3200000.0,6.1,19520000.0,20.0,Gravel,West,False,False,False,False,False
land,Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",3200000.0,,,20.0,Gravel,North,False,False,False,False,False
land,Khumaltar,Lalitpur,"Khumaltar, Lalitpur",5500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Duwakot,Bhaktapur,"Duwakot, Bhaktapur",3300000.0,,,16.0,Gravel,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3800000.0,,,13.0,Paved,North,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,6.2,24800000.0,22.0,Pitched,East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6000000.0,3.2,19200000.0,13.0,Paved,South-West,False,False,False,False,False
land,Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",4500000.0,,,22.0,Paved,East,False,False,False,False,False
land,Bharatpur,Chitwan,"Bharatpur, Chitwan",30000.0,,,,Pitched,North-West,False,False,False,True,False
land,Khumaltar,Lalitpur,"Khumaltar, Lalitpur",5700000.0,,,16.0,Paved,East,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",5000000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Dhobichaur,Kathmandu,"Dhobichaur, Kathmandu",13000000.0,,,16.0,Pitched,North,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3900000.0,4.2,16380000.0,13.0,Gravel,South,False,False,False,False,False
land,Chhampi,Lalitpur,"Chhampi, Lalitpur",2100000.0,,,13.0,Gravel,South-East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,3.3,13200000.0,20.0,Gravel,West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3800000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3800000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",5500000.0,,,20.0,Pitched,West,False,False,False,False,False
land,Khumaltar,Lalitpur,"Khumaltar, Lalitpur",5700000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Khumaltar,Lalitpur,"Khumaltar, Lalitpur",5900000.0,7.2,42480000.0,20.0,Gravel,West,False,False,False,False,False
land,Khumaltar,Lalitpur,"Khumaltar, Lalitpur",5800000.0,,,20.0,Gravel,South-East,False,False,False,False,False
land,Khumaltar,Lalitpur,"Khumaltar, Lalitpur",4500000.0,4.2,18900000.0,13.0,Gravel,North-East,False,False,False,False,False
land,Setipakha,Lalitpur,"Setipakha, Lalitpur",4000000.0,4.3,17200000.0,13.0,Gravel,West,False,False,False,False,False
land,Thapathali,Kathmandu,"Thapathali, Kathmandu",4770000.0,,,12.0,Pitched,North,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3800000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3900000.0,4.2,16380000.0,20.0,Gravel,South,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3900000.0,4.2,16380000.0,20.0,Gravel,South,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3600000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3600000.0,,,20.0,Gravel,South,False,False,False,False,False
land,Ratopool,Kathmandu,"Ratopool, Kathmandu",9000000.0,,,30.0,Pitched,East,False,False,False,False,False
land,Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",7000000.0,,,18.0,Pitched,South-East,False,False,False,False,False
land,Gatthaghar,Bhaktapur,"Gatthaghar, Bhaktapur",4500000.0,,,16.0,Gravel,South,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",3500000.0,,,13.0,Paved,South,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3800000.0,5.2,19760000.0,20.0,Gravel,South-East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,3.1,12400000.0,20.0,Gravel,South-East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3600000.0,3.1,11160000.0,13.0,Paved,North-East,False,False,False,False,False
land,Bhadra Basti,Kathmandu,"Bhadra Basti, Kathmandu",4000000.0,,,13.0,Pitched,West,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",7000000.0,,,26.0,Pitched,,False,False,False,False,False
land,Katunje,Bhaktapur,"Katunje, Bhaktapur",4000000.0,12.2,48800000.0,20.0,Pitched,South-East,False,False,False,False,False
land,Baluwatar,Kathmandu,"Baluwatar, Kathmandu",8500000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Sipadol,Bhaktapur,"Sipadol, Bhaktapur",2900000.0,,,,Paved,South-East,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",5500000.0,5.1,28050000.0,20.0,Pitched,East,False,False,False,False,False
land,Tej Vinayak,Kathmandu,"Tej Vinayak, Kathmandu",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Tej Vinayak,Kathmandu,"Tej Vinayak, Kathmandu",4500000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Gothatar,Kathmandu,"Gothatar, Kathmandu",6000000.0,,,30.0,Paved,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5500000.0,3.1,17050000.0,22.0,Gravel,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",5500000.0,,,22.0,Paved,South,False,False,False,False,False
land,Mahalaxmisthan,Lalitpur,"Mahalaxmisthan, Lalitpur",7500000.0,5.1,38250000.0,13.0,Paved,South-East,False,False,False,False,False
land,Ochu Height,Lalitpur,"Ochu Height, Lalitpur",4900000.0,3.1,15190000.0,22.0,Paved,South,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",5000000.0,,,20.0,Paved,North,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,,,13.0,Paved,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3700000.0,5.1,18870000.0,12.0,Paved,West,False,False,False,False,False
land,Sudal,Bhaktapur,"Sudal, Bhaktapur",1800000.0,3.3,5940000.0,20.0,Paved,South,False,False,False,False,False
land,Naya Basti,Kathmandu,"Naya Basti, Kathmandu",4770000.0,,,20.0,Paved,East,False,False,False,False,False
land,Radhe Radhe,Bhaktapur,"Radhe Radhe, Bhaktapur",7000000.0,264.3,1850100000.0,,Pitched,West,False,False,True,False,True
land,Jhor,Kathmandu,"Jhor, Kathmandu",1300000.0,,,12.0,Paved,South,False,False,False,False,False
land,Jhor,Kathmandu,"Jhor, Kathmandu",1300000.0,,,,,South,False,False,False,False,False
land,Purano Naikap,Kathmandu,"Purano Naikap, Kathmandu",2900000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3900000.0,4.2,16380000.0,13.0,Gravel,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4800000.0,3.3,15840000.0,13.0,Paved,South,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3900000.0,3.1,12090000.0,16.0,Paved,West,False,False,False,False,False
land,Taulung,Kathmandu,"Taulung, Kathmandu",1700000.0,,,20.0,Pitched,South-East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3600000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3400000.0,3.2,10880000.0,20.0,Gravel,South,False,False,False,False,False
land,Dhapakhel,Lalitpur,"Dhapakhel, Lalitpur",3000000.0,,,13.0,Paved,North-East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,4.1,16399999.999999998,13.0,Gravel,East,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3000000.0,,,13.0,Paved,East,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",2300000.0,,,13.0,Gravel,North,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",2300000.0,3.3,7590000.0,13.0,Gravel,North,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",3800000.0,,,13.0,Gravel,South-West,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",3800000.0,3.2,12160000.0,13.0,Gravel,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",3350000.0,3.2,10720000.0,13.0,Gravel,South,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",3800000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Sankhu,Kathmandu,"Sankhu, Kathmandu",2700000.0,,,16.0,Gravel,South,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2600000.0,,,13.0,Gravel,North,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",6200000.0,,,26.0,Paved,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,10.0,Gravel,East,False,False,False,False,False
land,Shital Height,Lalitpur,"Shital Height, Lalitpur",3800000.0,6.1,23180000.0,13.0,Gravel,South,False,False,False,False,False
land,Dhungedhara,Kathmandu,"Dhungedhara, Kathmandu",7500000.0,,,13.0,Pitched,South,False,False,False,False,False
land,Rudreshwor,Kathmandu,"Rudreshwor, Kathmandu",6000000.0,,,16.0,Pitched,West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,,,22.0,Gravel,North-West,False,False,False,False,False
land,Siddhipur,Lalitpur,"Siddhipur, Lalitpur",3800000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3800000.0,3.2,12160000.0,13.0,Gravel,North,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",7000000.0,10.2,71400000.0,30.0,Paved,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4800000.0,3.3,15840000.0,13.0,Paved,South,False,False,False,False,False
land,Bode,Bhaktapur,"Bode, Bhaktapur",3500000.0,,,26.0,Paved,East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",2226000.0,,,20.0,Gravel,South,False,False,False,False,False
land,Bode,Bhaktapur,"Bode, Bhaktapur",3600000.0,,,20.0,Paved,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3000000.0,4.2,12600000.0,13.0,Gravel,South,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3800000.0,,,20.0,Gravel,East,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,,,12.0,Gravel,East,False,False,False,False,False
land,Tandi,Chitwan,"Tandi, Chitwan",250000.0,2.3,575000.0,,,South,False,False,False,True,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3500000.0,,,13.0,Paved,West,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",6000000.0,4.3,25800000.0,20.0,Pitched,East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5000000.0,,,25.0,Paved,South,False,False,False,False,False
land,Thaiba,Lalitpur,"Thaiba, Lalitpur",4000000.0,4.2,16800000.0,15.0,Paved,South,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3800000.0,4.2,15960000.0,22.0,Paved,South-West,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3500000.0,4.2,14700000.0,15.0,Paved,East,False,False,False,False,False
land,Bhaisepati,Lalitpur,"Bhaisepati, Lalitpur",,5.1,,13.0,Pitched,South,False,False,False,False,False
land,Mid Baneshwor,Kathmandu,"Mid Baneshwor, Kathmandu",8500000.0,6.1,51850000.0,13.0,Pitched,East,False,False,False,False,False
land,Budhanilkantha,Kathmandu,"Budhanilkantha, Kathmandu",5500000.0,,,13.0,Pitched,North,False,False,False,False,False
land,Nakkhu,Lalitpur,"Nakkhu, Lalitpur",4500000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3500000.0,3.3,11550000.0,13.0,Paved,West,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",3500000.0,3.3,11550000.0,13.0,Paved,West,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",4000000.0,,,12.0,Paved,East,False,False,False,False,False
land,Hattiban,Lalitpur,"Hattiban, Lalitpur",4000000.0,,,16.0,Paved,North,False,False,False,False,False
land,Setipakha,Lalitpur,"Setipakha, Lalitpur",4500000.0,,,22.0,Gravel,West,False,False,False,False,False
land,Setipakha,Lalitpur,"Setipakha, Lalitpur",4500000.0,,,20.0,Paved,North-East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",11500000.0,3.1,35650000.0,12.0,Paved,South,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4400000.0,4.1,18040000.0,14.0,Paved,South-West,False,False,False,False,False
land,Balkumari,Lalitpur,"Balkumari, Lalitpur",4500000.0,3.3,14850000.0,13.0,Paved,South-East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",4500000.0,3.3,14850000.0,13.0,Paved,West,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",5200000.0,,,26.0,Pitched,East,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",4500000.0,,,20.0,Paved,East,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",4700000.0,,,26.0,Pitched,East,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",4600000.0,,,20.0,Paved,West,False,False,False,False,False
land,Tej Vinayak,Kathmandu,"Tej Vinayak, Kathmandu",3700000.0,,,13.0,Paved,East,False,False,False,False,False
land,Bode,Bhaktapur,"Bode, Bhaktapur",3800000.0,,,20.0,Pitched,South,False,False,False,False,False
land,Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",8000000.0,,,12.0,Pitched,South,False,False,False,False,False
land,Salyanthan Plotting,Kathmandu,"Salyanthan Plotting, Kathmandu",2600000.0,4.2,10920000.0,13.0,Gravel,South-East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3600000.0,,,20.0,Gravel,East,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Kaushaltar,Bhaktapur,"Kaushaltar, Bhaktapur",5000000.0,,,13.0,Paved,North,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",4500000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Bhaktapur,Bhaktapur,"Bhaktapur, Bhaktapur",5500000.0,3.1,17050000.0,20.0,Paved,West,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5700000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",3500000.0,,,13.0,Gravel,East,False,False,False,False,False
land,Tripureshwor,Kathmandu,"Tripureshwor, Kathmandu",,,,20.0,Pitched,South,False,False,False,False,False
land,Nalang,Dhading,"Nalang, Dhading",75000.0,,,20.0,Gravel,West,False,False,False,True,False
land,Taukhel,Lalitpur,"Taukhel, Lalitpur",1800000.0,,,13.0,Pitched,East,False,False,False,False,False
land,Sirutar,Bhaktapur,"Sirutar, Bhaktapur",4200000.0,,,22.0,Pitched,West,False,False,False,False,False
land,Dibyeshwori Townplanning,Bhaktapur,"Dibyeshwori Townplanning, Bhaktapur",5500000.0,,,20.0,Pitched,East,False,False,False,False,False
land,Buddhanagar,Kathmandu,"Buddhanagar, Kathmandu",9200000.0,4.3,39560000.0,13.0,Pitched,East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",7000000.0,7.3,51100000.0,26.0,Pitched,South-East,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6700000.0,,,20.0,Pitched,West,False,False,False,False,False
land,Bansbari,Kathmandu,"Bansbari, Kathmandu",650000.0,,,20.0,Paved,South,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6500000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",5500000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Pasikot,Kathmandu,"Pasikot, Kathmandu",4200000.0,,,16.0,Pitched,South,False,False,False,False,False
land,Changathali,Lalitpur,"Changathali, Lalitpur",3600000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",3800000.0,3.1,11780000.0,13.0,Gravel,North-East,False,False,False,False,False
land,Naya Naikap,Kathmandu,"Naya Naikap, Kathmandu",4500000.0,,,12.0,Paved,North,False,False,False,False,False
land,Danchhi,Kathmandu,"Danchhi, Kathmandu",2200000.0,,,20.0,Gravel,East,False,False,False,False,False
land,Thankot,Kathmandu,"Thankot, Kathmandu",2600000.0,,,20.0,Pitched,South-East,False,False,False,False,False
land,Mahalaxmisthan,Lalitpur,"Mahalaxmisthan, Lalitpur",9500000.0,,,20.0,Pitched,East,False,False,False,False,False
land,Khumaltar,Lalitpur,"Khumaltar, Lalitpur",4500000.0,4.3,19350000.0,13.0,Paved,South-East,False,False,False,False,False
land,Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",5700000.0,,,,,South-West,False,False,False,False,False
land,Kalanki,Kathmandu,"Kalanki, Kathmandu",3100000.0,,,,,South-West,False,False,False,False,False
land,Koteshwor,Kathmandu,"Koteshwor, Kathmandu",55000000.0,6.3,346500000.0,12.0,Paved,North-East,False,False,False,False,False
land,Buddhanagar,Kathmandu,"Buddhanagar, Kathmandu",,,,13.0,Pitched,North-East,False,False,False,False,False
land,Sinamangal,Kathmandu,"Sinamangal, Kathmandu",,,,20.0,Pitched,South-East,False,False,False,False,False
land,Ason,Kathmandu,"Ason, Kathmandu",50000000.0,,,13.0,Paved,South-East,False,False,False,False,False
land,Shambhu Marga,Kathmandu,"Shambhu Marga, Kathmandu",3800000.0,,,13.0,Paved,East,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",,,,,,South,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3900000.0,,,,,,False,False,False,False,False
land,Chobhar,Kathmandu,"Chobhar, Kathmandu",3000000.0,5.3,15900000.0,13.0,Gravel,South,False,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",2600000.0,,,12.0,Gravel,South,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4000000.0,5.3,21200000.0,20.0,Paved,West,False,False,False,False,False
land,Chandrapur,Rautahat,"Chandrapur, Rautahat",563380.2816901408,2.1,1183098.5915492957,50.0,Pitched,North,True,False,False,False,False
land,Kirtipur,Kathmandu,"Kirtipur, Kathmandu",3000000.0,3.2,9600000.0,13.0,Pitched,,False,False,False,False,False
land,Mandikhatar,Kathmandu,"Mandikhatar, Kathmandu",5000000.0,6.1,30500000.0,13.0,Pitched,South,False,False,False,False,False
land,Dahachowk,Kathmandu,"Dahachowk, Kathmandu",2800000.0,7.1,19880000.0,26.0,Pitched,North-East,False,False,False,False,False
land,Dhumbarahi,Kathmandu,"Dhumbarahi, Kathmandu",7500000.0,,,16.0,Pitched,North-East,False,False,False,False,False
land,Sitapaila,Kathmandu,"Sitapaila, Kathmandu",3200000.0,3.3,10560000.0,13.0,Pitched,South-East,False,False,False,False,False
land,Mulpani,Kathmandu,"Mulpani, Kathmandu",5000000.0,6.2,31000000.0,30.0,Paved,North-East,False,False,False,False,False
land,Deuwa Chowk,Kathmandu,"Deuwa Chowk, Kathmandu",5500000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Lapsiphedi,Kathmandu,"Lapsiphedi, Kathmandu",100000.0,,,10.0,Gravel,East,False,False,False,True,False
land,Lapsiphedi,Kathmandu,"Lapsiphedi, Kathmandu",150000.0,,,10.0,Gravel,East,False,False,False,True,False
land,Bharatpur,Chitwan,"Bharatpur, Chitwan",,,,,,East,False,False,False,False,False
land,Samakhusi,Kathmandu,"Samakhusi, Kathmandu",,5.3,,20.0,Paved,South-East,False,False,False,False,False
land,Lokanthali,Bhaktapur,"Lokanthali, Bhaktapur",,,,20.0,Paved,South-East,False,False,False,False,False
land,Besigaun,Kathmandu,"Besigaun, Kathmandu",4500000.0,,,16.0,Pitched,East,False,False,False,False,False
land,Baluwakhani,Kathmandu,"Baluwakhani, Kathmandu",4200000.0,,,13.0,Gravel,North-West,False,False,False,False,False
land,Nikoshera,Bhaktapur,"Nikoshera, Bhaktapur",4200000.0,,,20.0,Paved,West,False,False,False,False,False
land,Kamerotar,Bhaktapur,"Kamerotar, Bhaktapur",5000000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",3500000.0,4.1,14349999.999999998,13.0,Gravel,East,False,False,False,False,False
land,Balkhu,Lalitpur,"Balkhu, Lalitpur",8745000.0,,,18.0,Pitched,West,False,False,False,False,False
land,Balkot,Bhaktapur,"Balkot, Bhaktapur",4000000.0,,,36.0,Paved,North,False,False,False,False,False
land,Thimi,Bhaktapur,"Thimi, Bhaktapur",4500000.0,,,10.0,Paved,West,False,False,False,False,False
land,Harisiddhi,Lalitpur,"Harisiddhi, Lalitpur",4000000.0,3.3,13200000.0,20.0,Gravel,West,False,False,False,False,False
land,Bageshwori,Bhaktapur,"Bageshwori, Bhaktapur",1000000.0,,,20.0,Paved,East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3700000.0,,,26.0,Gravel,South-East,False,False,False,False,False
land,Old Baneshwor,Kathmandu,"Old Baneshwor, Kathmandu",10000000.0,3.3,33000000.0,20.0,Pitched,West,False,False,False,False,False
land,Shantinagar,Kathmandu,"Shantinagar, Kathmandu",8500000.0,,,20.0,Pitched,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",2800000.0,,,20.0,Gravel,East,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",9500000.0,,,20.0,Pitched,West,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",10500000.0,,,20.0,Pitched,West,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",9500000.0,,,20.0,Pitched,West,False,False,False,False,False
land,Tokha,Kathmandu,"Tokha, Kathmandu",2950000.0,4.2,12390000.0,12.0,Gravel,East,False,False,False,False,False
land,Shankhamul,Kathmandu,"Shankhamul, Kathmandu",10000000.0,,,20.0,Pitched,North,False,False,False,False,False
land,Sinamangal,Kathmandu,"Sinamangal, Kathmandu",11000000.0,,,20.0,Pitched,North,False,False,False,False,False
land,New Baneshwor,Kathmandu,"New Baneshwor, Kathmandu",7900000.0,,,20.0,Pitched,South,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,,,20.0,Gravel,North-East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,6.2,19840000.0,20.0,Gravel,South-East,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3200000.0,,,20.0,Gravel,South-West,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3300000.0,,,13.0,Paved,East,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",4700000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,,,20.0,Gravel,South,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,,,20.0,Gravel,South,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",3300000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Lamatar,Lalitpur,"Lamatar, Lalitpur",2900000.0,3.3,9570000.0,13.0,Gravel,North,False,False,False,False,False
land,Lubhu,Lalitpur,"Lubhu, Lalitpur",3500000.0,,,16.0,Paved,North-East,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4000000.0,3.2,12800000.0,13.0,Paved,North-West,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",2800000.0,,,13.0,Paved,North,False,False,False,False,False
land,Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",3200000.0,,,8.0,Paved,West,False,False,False,False,False
land,Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",3500000.0,,,13.0,Gravel,West,False,False,False,False,False
land,Balambu,Kathmandu,"Balambu, Kathmandu",3500000.0,,,32.0,Paved,West,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",3500000.0,3.2,11200000.0,13.0,Paved,South,False,False,False,False,False
land,Setipakha,Lalitpur,"Setipakha, Lalitpur",4200000.0,,,13.0,Paved,South-West,False,False,False,False,False
land,Setipakha,Lalitpur,"Setipakha, Lalitpur",4200000.0,5.2,21840000.0,13.0,Paved,South-East,False,False,False,False,False
land,Imadol,Lalitpur,"Imadol, Lalitpur",5200000.0,7.3,37960000.0,13.0,Gravel,East,False,False,False,False,False
land,Nagarkot,Bhaktapur,"Nagarkot, Bhaktapur",300000.0,,,16.0,Pitched,South,False,False,False,True,False
land,Maharajgunj,Kathmandu,"Maharajgunj, Kathmandu",7500000.0,,,20.0,Gravel,West,False,False,False,False,False
land,Bhangal,Kathmandu,"Bhangal , Kathmandu",3900000.0,,,13.0,Pitched,North,False,False,False,False,False
land,Bojepokhari,Lalitpur,"Bojepokhari, Lalitpur",5000000.0,,,13.0,Paved,West,False,False,False,False,False
land,Tikathali,Lalitpur,"Tikathali, Lalitpur",4200000.0,,,13.0,Gravel,South,False,False,False,False,False
land,Pepsicola,Kathmandu,"Pepsicola, Kathmandu",6000000.0,3.3,19800000.0,20.0,Paved,South,False,False,False,False,False
land,Sanothimi,Bhaktapur,"Sanothimi, Bhaktapur",6000000.0,,,13.0,Paved,North-West,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3300000.0,4.2,13860000.0,13.0,Gravel,South,False,False,False,False,False
land,Sanagaun Lubhu,Lalitpur,"Sanagaun Lubhu, Lalitpur",5000000.0,2.3,11500000.0,13.0,Gravel,South,False,False,False,False,False
land,Sanagaun,Lalitpur,"Sanagaun, Lalitpur",3700000.0,,,13.0,Gravel,West,False,False,False,False,False
